text,index,speaker,date,title
"It is an honor to be here today. Thank you, Dean Steinberg, members of the faculty and staff, members of the Board, distinguished guests, parents, and family members. To the Class of 2022, congratulations. I am honored to be here with you to celebrate this day for which you have worked so hard and on which you go out to make your mark in the world, fortified with an incredible intellectual arsenal and lifelong friends from your time at the Johns Hopkins School for Advanced International Studies (SAIS). As a parent, I would like to extend a special welcome to the parents and families who have joined this celebration today. I'm sure many of you must be filled, like I am often, with awe and admiration for our amazing offspring and the good they will do in the world.",0,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"To be honest, when Dean Steinberg invited me to speak, I was concerned that you might not be excited to hear from a central banker. Central bankers are dull by design. We use 17 words when 2 would suffice. We make a virtue of using language that is prosaic and concrete. Our pronouncements are carefully calibrated so they are understood exactly as intended, leaving nothing to the imagination. In short, we are the opposite of the poetry, drama, and inspiration that are the stuff of launching gifted graduates on their career quest.",1,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"But a friend reminded me that if there's anywhere a central banker might be a good fit for graduation, it's SAIS. At SAIS, you are required to not only take, but pass monetary theory. No doubt your parents must be wonderingâmonetary theory? How is that going to help your career? Is it too late to become a doctor or a lawyer?",2,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"But that is the point. You have chosen a different path. Two years ago, when a novel coronavirus struck, when fear and panic spread, you decided you wanted to learn more. When economies and markets struggled, you chose to focus on developing solutions. When travel and trade trickled to a stop, you made a commitment to a life in global affairs.",3,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
You have endured lockdowns and Zoom lectures to get an education that will help you understand and address the complexities of our world. Your generation has had to show resilience and strength in the face of a once-in-a-hundred-year pandemic and prepare for a world where once-in-a-hundred-year events occur every couple of years. That strength and learning will serve you well as you embark on your life's work.,4,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"As you do so, I hope some of you are considering a career in public service. Others, not so much. I get it. Public service is not glamorous. Still, I hope many of you will consider devoting a part of your life's work to a public mission and will do so with enthusiasm and urgency, because public service has a profound effect on the lives of people and communities across the country. And it can be motivating and satisfying in ways that are rare.",5,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"So perhaps I could provide a glimpse of the hopes and dreams that animate my journey and guide my work, as a reminder that you can and must dream big and stay true to your chosen mission as you navigate your journey with as much passion as professionalism and as much integrity as intellect.",6,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"So let me start by tracing back what I do today to what I cared about when I was a young American growing up in Europe. Ever since I was a little girl observing life in Poland under Soviet rule, I have been making mental checklists of the communities around me: gray apartment block with cratered walls and broken glass, dilapidated factory with an open furnace, long line at the bread shop.",7,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"I noticed the contrast between the bright colors and bustle of the farmers selling produce from their own plots of land and the gray bleakness of communist factories and poorly stocked shelves. And the even greater contrast with West Germany at a time when it was fast integrating with its western neighbors: new cars, thriving small businesses, packed store shelves. What I observed around me as I came of age, I later understood, were features of the Cold War battle over the ideals of freedom and enterprise and the kind of political systems and institutions that could best uphold those ideals.",8,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
"In those early days it was hard to imagine the rise of Solidarity and the fall of the wall. Three decades later, it is inspiring to stand with a united and free Europe as it opposes Russia's war of aggression against Ukraine.",9,Vice Chair Lael Brainard,5/25/2022,Commencement Remarks
