text,index,speaker,date,title
"
Watch live
",0,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
       It is an honor to deliver the inaugural Michel Camdessus Central Banking Lecture. Michel Camdessus served with distinction as governor of the Banque de France and was one of the longest-serving managing directors of the International Monetary Fund (IMF). In these roles, he was well aware of the challenges central banks face in their pursuit of price stability and full employment, and of the interconnections between macroeconomic stability and financial stability. Those interconnections were apparent in the Latin American debt crisis, the Mexican peso crisis, and the East Asian financial crisis, to which the IMF responded under Camdessus's leadership. These episodes took place in emerging market economies, but since then, the global financial crisis and, more recently, the euro crisis have reminded us that no economy is immune from financial instability and the adverse effects on employment, economic activity, and price stability that financial crises cause.
    ",1,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
       The recent crises have appropriately increased the focus on financial stability at central banks around the world. At the Federal Reserve, we have devoted substantially increased resources to monitoring financial stability and have refocused our regulatory and supervisory efforts to limit the buildup of systemic risk. There have also been calls, from some quarters, for a fundamental reconsideration of the goals and strategy of monetary policy. Today I will focus on a key question spurred by this debate: How should monetary and other policymakers balance macroprudential approaches and monetary policy in the pursuit of financial stability?
    ",2,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
       In my remarks, I will argue that monetary policy faces significant limitations as a tool to promote financial stability: Its effects on financial vulnerabilities, such as excessive leverage and maturity transformation, are not well understood and are less direct than a regulatory or supervisory approach; in addition, efforts to promote financial stability through adjustments in interest rates would increase the volatility of inflation and employment. As a result, I believe a macroprudential approach to supervision and regulation needs to play the primary role. Such an approach should focus on ""through the cycle"" standards that increase the resilience of the financial system to adverse shocks and on efforts to ensure that the regulatory umbrella will cover previously uncovered systemically important institutions and activities. These efforts should be complemented by the use of countercyclical macroprudential tools, a few of which I will describe. But experience with such tools remains limited, and we have much to learn to use these measures effectively.
    ",3,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
       I am also mindful of the potential for low interest rates to heighten the incentives of financial market participants to reach for yield and take on risk, and of the limits of macroprudential measures to address these and other financial stability concerns. Accordingly, there may be times when an adjustment in monetary policy may be appropriate to ameliorate emerging risks to financial stability. Because of this possibility, and because transparency enhances the effectiveness of monetary policy, it is crucial that policymakers communicate their views clearly on the risks to financial stability and how such risks influence the appropriate monetary policy stance. I will conclude by briefly laying out how financial stability concerns affect my current assessment of the appropriate stance of monetary policy.
    ",4,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
Balancing Financial Stability with Price Stability: Lessons from the Recent Past
       When considering the connections between financial stability, price stability, and full employment, the discussion often focuses on the potential for conflicts among these objectives. Such situations are important, since it is only when conflicts arise that policymakers need to weigh the tradeoffs among multiple objectives. But it is important to note that, in many ways, the pursuit of financial stability is complementary to the goals of price stability and full employment. A smoothly operating financial system promotes the efficient allocation of saving and investment, facilitating economic growth and employment. A strong labor market contributes to healthy household and business balance sheets, thereby contributing to financial stability. And price stability contributes not only to the efficient allocation of resources in the real economy, but also to reduced uncertainty and efficient pricing in financial markets, which in turn supports financial stability.
    ",5,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
       Despite these complementarities, monetary policy has powerful effects on risk taking. Indeed, the accommodative policy stance of recent years has supported the recovery, in part, by providing increased incentives for households and businesses to take on the risk of potentially productive investments. But such risk-taking can go too far, thereby contributing to fragility in the financial system. This possibility does not obviate the need for monetary policy to focus primarily on price stability and full employment--the costs to society in terms of deviations from price stability and full employment that would arise would likely be significant. I will highlight these potential costs and the clear need for a macroprudential policy approach by looking back at the vulnerabilities in the U.S. economy before the crisis. I will also discuss how these vulnerabilities might have been affected had the Federal Reserve tightened monetary policy in the mid-2000s to promote financial stability.
    ",6,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
Looking Back at the Mid-2000s
       Although it was not recognized at the time, risks to financial stability within the United States escalated to a dangerous level in the mid-2000s. During that period, policymakers--myself included--were aware that homes seemed overvalued by a number of sensible metrics and that home prices might decline, although there was disagreement about how likely such a decline was and how large it might be. What was not appreciated was how serious the fallout from such a decline would be for the financial sector and the macroeconomy. Policymakers failed to anticipate that the reversal of the house price bubble would trigger the most significant financial crisis in the United States since the Great Depression because that reversal interacted with critical vulnerabilities in the financial system and in government regulation.
    ",7,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
       In the private sector, key vulnerabilities included high levels of leverage, excessive dependence on unstable short-term funding, weak underwriting of loans, deficiencies in risk measurement and risk management, and the use of exotic financial instruments that redistributed risk in nontransparent ways.
    ",8,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
"
       In the public sector, vulnerabilities included gaps in the regulatory structure that allowed some systemically important financial institutions (SIFIs) and markets to escape comprehensive supervision, failures of supervisors to effectively use their existing powers, and insufficient attention to threats to the stability of the system as a whole.
    ",9,Chair Janet L. Yellen,7/2/2014,Monetary Policy and Financial Stability
