text,index,speaker,date,title
"I would like to thank President George and her staff at the Federal Reserve Bank of Kansas City for inviting me to participate in today's conference, which is a joint effort of the Federal Reserve Banks of Atlanta, Kansas City, Minneapolis, Philadelphia, Richmond, and St. Louis as well as the Federal Reserve Board.",0,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"Diversity in Financial Services
As you may know, this is the second minority bankers forum hosted by the Federal Reserve System. Diversity and inclusion are important to the strength of the banking industry, and therefore I am pleased that the Federal Reserve System is sponsoring this conference. Among other benefits, diversity and inclusion strengthen organizations by improving deliberations and decisionmaking. Banks with more diverse workforces are also better able to reach broader groups of customers, especially customers who have historically been underbanked, when they show that serving those customers is a top priority. One of the most effective ways of showing a commitment to a diverse customer base is showing a commitment to a diverse workforce.",1,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"We now have substantial empirical evidence documenting the benefits of diversity in broadening the range of ideas and perspectives that are brought to bear on solving problems, and thereby contributing to better outcomes, in research, policy, and business. Studies suggest that increased diversity alters group dynamics and decisionmaking in positive ways. Microeconomic experiments and other research have confirmed these ideas. One experiment found that greater racial diversity helped groups of business students outperform other students in solving problems. And another found similar benefits from gender diversity. A study of 2.5 million research papers across the sciences found that those written by ethnically diverse research teams received more citations and had a greater influence than papers by authors with the same ethnicity.",2,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"As a bank regulator, the Federal Reserve has an interest in promoting diversity in the financial services industry. For example, the Federal Reserve Bank of Chicago is actively engaged in developing diverse talent in the financial services industry as a key partner of the Financial Services Pipeline Initiative (FSP). The FSP is a collaborative of about 20 financial services organizations that are working together to increase the representation of Latinos and African Americans, at all levels, within the Chicago-area financial services industry. The members of this initiative recognize they have a collective interest in developing a diverse pipeline of talent. They are more likely to be more successful in achieving their internal pipeline goals if they succeed in improving diversity and inclusion in the finance workforce more broadly.",3,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"Another example of our work to promote diversity at banking institutions is the standards developed by the Board's Office of Minority and Women Inclusion to promote transparency and awareness of diversity policies and practices within banking institutions. The Board encourages banking institutions not only to provide their policies, practices, and self-assessment information to the Board, but also to disclose this information to the public. We hope that this new self-assessment tool will help individual banks achieve their own diversity and inclusion goals and contribute to greater diversity in the banking industry more generally.",4,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"I also want to take this opportunity to update you on what we are doing to preserve and promote Minority Depository Institutions (MDIs). Though I know that only some of you work for MDIs, the Federal Reserve recognizes their vital role in serving low- and moderate-income and minority communities as well as bringing diversity to the field of banking. I make a point of meeting with the leadership of MDIs as I travel around the country so I can hear firsthand about the challenges these institutions face and the important work they are doing to provide financial services to minority and historically underserved populations. I have heard from CEOs of MDIs about how challenging it can be to simultaneously serve their target market and be a bank of choice in a competitive banking market. Some have managed to thread that needle successfully by remaining firmly rooted and accessible in the communities they serve as well as maintaining their focus on trust, loyalty, and personalized relationship banking, which is a particular strength and competitive advantage for MDIs.",5,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"The Federal Reserve has developed a national outreach program called the Partnership for Progress to assist MDIs in confronting business model challenges, cultivating safe banking practices, and competing more efficiently. Recently, the Board doubled its resources for this program to better support MDIs. We brought to bear the resources of our community development function, which promotes economic growth and financial stability in lower-income communities. Combining the resources of our banking and supervision staff with our community development staff allows us to be more creative in supporting MDIs around the country. Recognizing that there has been a dearth of MDI research in recent decades, last year, for the first time, we commissioned two external researchers to develop papers on MDIs. The resulting new papers, along with another written by economists at the Federal Reserve Bank of Chicago, were presented at the interagency biennial MDI conference this past April in Los Angeles. We are in the process of commissioning research for next year in an effort to deepen our understanding of these unique institutions.",6,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"Labor Market Disparities 
Turning to the workforce more broadly, I want to spend some of my time today talking about disparities and share some findings from a conference we hosted yesterday at the Board titled ""Disparities in the Labor Market: What Are We Missing?"" In fulfilling its dual mandate, the Federal Open Market Committee (FOMC) has set a target of 2 percent for inflation but does not have a similarly fixed numerical goal for maximum employment. That is because the level of maximum employment depends on ""nonmonetary factors that affect the structure and dynamics of the labor market,"" which ""may change over time and may not be directly measurable."" Understanding how close the labor market is to our full-employment goal requires consulting a variety of evidence along with a healthy dose of judgment. This approach to maximum employment has allowed the FOMC to navigate the current expansion in a way that has likely brought more people back into productive employment than might have been the case with a fixed unemployment rate target based on pre-crisis standards.",7,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"The Federal Reserve is also keenly interested in disparities in employment, labor force participation, income, and wealth because they may have implications for the growth capacity of the economy. When we consider appropriate monetary policy, we need to have a good sense of how fast the economy can grow without fueling excessive price inflation. At a time when the retirement of the baby-boom generation looks likely to be something of a drag on the growth of the labor force, it is especially important to consider whether relatively low levels of employment and labor force participation for some prime working-age groups represent slack that, if successfully tapped, could increase the labor force and boost economic activity.",8,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
"More broadly, when a person who was previously unemployed or discouraged secures a job, not only does it boost the economy, but that person also may gain a greater sense of economic security, self-sufficiency, and self-worth and be better able to invest in their family's future. With a richer understanding of economic or social barriers that inhibit labor market success and prosperity for some groups, we may better grasp how much these individuals can be helped by broad economic expansion and how much targeted intervention is required through other policy means.",9,Governor Lael Brainard,9/27/2017,Labor Market Disparities and Economic Performance
